StudyHours,ExtraParticipation,PapersPracticed,PreviousMarks,SleepingHours,PerformanceIndex
7,Yes,3,47,6,38
4,No,7,43,6,24
3,No,0,85,8,65
1,Yes,8,58,8,34
3,Yes,2,94,4,73
5,Yes,1,78,8,60
2,No,5,47,9,29
2,Yes,8,52,7,29
6,No,8,53,6,44
1,No,1,56,4,29
4,Yes,2,71,8,55
9,No,9,90,8,92
2,No,6,85,6,62
9,No,2,47,5,41
2,Yes,0,84,8,65
9,Yes,3,83,4,79
5,Yes,4,42,6,27
9,Yes,3,48,7,43
7,Yes,5,47,7,34
8,No,2,52,6,46
5,No,6,75,7,61
8,Yes,5,89,5,82
5,No,7,51,7,39
9,Yes,2,41,6,39
1,No,7,64,7,38
7,Yes,6,67,8,61
7,Yes,4,62,7,59
7,No,0,67,7,57
6,No,0,64,8,52
7,No,1,48,9,40
1,No,5,97,5,68
4,No,7,43,6,24
2,Yes,9,53,8,33
3,No,2,72,8,54
7,Yes,3,72,4,63
5,Yes,4,55,7,41
7,No,3,42,6,28
4,Yes,4,46,5,27
3,Yes,6,72,6,57
2,Yes,9,62,7,42
1,No,8,52,8,25
6,No,9,56,4,46
8,No,9,71,8,69
6,No,5,57,7,48
1,No,8,94,6,71
3,No,1,62,8,41
3,No,8,99,8,80
9,Yes,9,52,9,55
3,Yes,8,86,9,70
9,Yes,5,73,6,69
8,Yes,2,98,8,92
4,No,3,91,6,74
3,Yes,1,86,5,63
7,Yes,8,69,5,60
1,No,4,56,7,28
7,No,7,70,4,62
7,Yes,3,53,6,47
5,Yes,7,68,8,54
8,No,0,93,6,88
3,Yes,8,88,7,72
5,Yes,7,64,6,49
6,No,2,99,4,86
5,No,7,61,4,46
8,Yes,0,85,7,76
9,Yes,9,86,6,83
6,Yes,8,80,4,70
3,No,4,50,5,27
3,No,5,60,7,39
2,Yes,9,58,5,33
6,Yes,3,94,5,79
5,No,5,71,7,55
7,Yes,1,84,6,76
9,Yes,6,89,8,87
1,No,6,54,6,29
4,Yes,1,46,7,28
8,No,9,77,8,72
4,No,5,49,5,31
1,No,5,46,8,22
1,No,2,56,8,30
9,Yes,7,90,8,89
3,No,8,66,8,46
7,Yes,0,92,4,81
4,No,9,54,4,38
8,No,5,46,9,39
7,Yes,4,74,7,69
6,Yes,0,55,7,44
1,No,9,96,7,72
3,Yes,2,64,5,44
3,Yes,5,81,8,62
1,Yes,4,88,8,64
5,Yes,2,54,7,38
2,No,5,49,8,25
1,Yes,0,71,6,47
5,Yes,7,66,9,54
7,Yes,6,40,8,30
6,Yes,9,59,7,49
2,Yes,4,83,8,59
1,No,2,88,9,65
8,No,5,42,7,37
2,Yes,0,42,6,17
1,Yes,3,42,6,20
4,No,3,67,9,53
4,Yes,7,99,7,80
3,No,7,56,9,33
9,No,8,55,8,54
5,No,3,75,9,62
5,Yes,8,41,4,28
3,Yes,8,74,8,54
1,Yes,3,66,5,41
3,Yes,7,44,5,24
2,Yes,3,98,6,75
6,Yes,6,83,4,69
2,No,0,54,8,27
6,No,5,94,6,85
5,Yes,7,96,6,79
8,Yes,8,85,6,79
3,No,1,40,6,18
5,No,2,53,7,42
8,No,0,92,5,83
6,Yes,6,87,6,73
1,No,5,96,9,74
1,Yes,9,72,5,45
5,No,6,98,6,87
9,No,6,99,6,96
3,No,1,70,8,47
9,Yes,2,57,7,54
8,No,8,49,9,42
1,No,9,62,8,37
6,Yes,6,60,7,45
5,Yes,3,98,6,81
7,Yes,0,73,7,67
2,No,6,47,8,28
2,Yes,5,70,8,49
4,Yes,4,87,8,73
7,Yes,0,85,8,73
5,No,4,48,6,33
7,No,6,54,5,44
1,No,6,58,8,35
3,No,6,62,4,38
4,Yes,2,79,6,65
6,Yes,6,48,5,36
2,Yes,0,44,4,20
1,No,5,48,9,22
2,Yes,8,43,7,21
3,No,8,74,4,52
9,No,6,99,5,96
8,No,3,89,5,81
4,No,9,79,8,66
9,Yes,5,92,9,87
9,No,2,85,9,85
3,Yes,1,69,4,49
6,Yes,1,86,5,73
5,No,2,74,9,61
3,No,8,90,5,66
7,Yes,2,62,9,55
2,Yes,7,49,8,28
6,No,3,59,7,47
9,Yes,3,65,7,62
4,Yes,6,49,8,31
2,No,2,56,8,29
2,No,3,60,8,34
3,No,5,54,5,34
7,No,7,58,5,48
3,No,6,66,4,45
5,No,5,91,4,75
9,Yes,9,53,4,51
2,Yes,4,69,5,45
6,No,8,70,6,62
3,Yes,1,77,5,54
7,Yes,4,78,6,71
4,Yes,2,86,7,70
5,Yes,9,62,7,51
3,Yes,7,82,9,69
7,No,5,52,8,44
5,No,9,92,5,78
7,No,9,46,8,38
1,Yes,7,66,8,42
6,No,0,45,4,30
5,Yes,8,42,8,31
9,No,4,99,9,99
3,No,7,91,7,68
6,Yes,7,92,9,80
9,No,8,40,9,34
1,Yes,9,55,8,33
7,Yes,9,75,6,69
2,Yes,8,71,8,49
9,Yes,5,48,7,44
2,No,1,40,5,13
1,No,7,48,5,20
5,Yes,3,50,4,34
4,No,0,88,6,71
7,Yes,5,90,7,83
6,No,0,57,4,41
6,Yes,6,52,6,43
4,Yes,0,51,8,28
2,No,8,57,7,36
5,Yes,0,67,4,51
6,No,9,63,6,53
5,Yes,9,78,5,64
5,Yes,8,44,9,33
9,No,3,70,9,70
1,Yes,4,43,7,16
5,No,7,43,9,35
5,Yes,3,70,6,56
1,Yes,3,82,7,57
9,Yes,9,57,5,52
4,Yes,3,56,5,35
8,No,3,65,7,56
6,Yes,1,46,4,32
3,No,8,43,6,23
9,Yes,9,87,5,79
5,No,2,52,6,33
3,No,6,62,9,43
5,Yes,6,82,4,67
1,Yes,9,59,7,33
9,Yes,7,66,4,62
5,Yes,9,77,6,64
5,Yes,5,91,7,76
9,Yes,2,84,6,81
5,No,2,86,9,75
6,Yes,6,73,9,65
7,No,5,70,9,62
6,Yes,1,48,8,38
3,No,4,55,9,38
8,Yes,9,49,6,41
6,No,4,84,6,71
2,Yes,7,76,5,53
9,Yes,0,92,8,92
3,Yes,0,80,7,61
7,Yes,3,54,5,46
3,Yes,7,56,8,38
8,Yes,4,94,7,83
6,Yes,4,43,6,27
1,No,8,84,6,56
3,Yes,2,40,5,18
8,Yes,9,52,6,47
2,Yes,1,58,6,36
4,No,9,81,7,70
5,Yes,5,52,8,36
4,No,3,99,5,83
2,No,2,41,5,15
2,No,9,95,5,71
1,No,8,82,5,59
4,No,7,57,4,40
2,No,4,54,7,34
3,No,5,75,8,57
7,No,7,44,4,30
8,No,4,75,7,73
6,No,9,87,7,76
4,Yes,7,88,9,73
9,No,7,65,8,64
7,Yes,1,70,4,58
6,Yes,7,83,6,73
9,Yes,6,42,9,39
8,No,5,92,5,83
4,No,1,93,6,72
4,Yes,9,41,5,24
9,Yes,2,54,9,53
5,Yes,7,80,6,64
7,Yes,2,41,4,29
5,Yes,9,54,9,40
4,No,2,82,8,69
2,Yes,4,62,9,40
4,Yes,7,65,7,49
3,Yes,3,66,9,46
3,Yes,0,40,8,21
9,Yes,6,79,8,82
6,No,1,55,7,41
3,Yes,4,69,4,44
3,No,4,65,5,44
2,Yes,1,89,6,65
3,No,9,76,9,57
8,No,3,60,5,51
1,No,8,78,7,53
7,Yes,5,52,7,46
5,No,6,92,8,83
2,No,9,49,9,29
6,Yes,9,53,8,43
1,No,5,52,4,26
2,No,3,88,9,66
4,No,7,69,5,53
9,No,9,96,6,94
5,No,1,66,6,48
6,No,6,89,5,75
4,No,1,58,5,39
8,No,0,56,9,52
7,Yes,4,75,8,67
6,No,1,79,5,66
5,No,8,81,6,66
8,No,8,87,7,81
2,Yes,4,60,5,33
5,No,9,94,5,82
5,No,5,81,6,66
3,No,6,91,5,72
4,No,8,76,4,58
4,Yes,7,42,5,27
8,Yes,3,94,7,89
9,No,0,75,9,74
1,Yes,5,43,4,16
3,No,1,65,9,45
6,Yes,7,67,6,57
9,Yes,8,67,6,67
9,No,3,96,8,95
7,No,5,47,4,36
8,No,9,81,6,76
7,Yes,7,42,5,34
7,Yes,9,86,6,81
3,Yes,5,84,8,68
1,Yes,0,87,7,62
7,Yes,3,99,9,92
9,Yes,7,60,9,61
1,Yes,6,98,9,75
1,Yes,6,87,9,63
5,Yes,3,60,9,48
1,Yes,4,96,9,73
3,Yes,4,79,8,60
8,No,1,68,6,69
6,No,9,56,4,45
4,No,3,42,7,22
5,No,2,76,5,62
5,Yes,8,57,6,48
2,No,3,96,7,72
9,Yes,2,52,9,55
1,Yes,7,65,6,38
7,No,7,44,6,38
4,Yes,5,70,8,56
9,Yes,9,93,5,94
4,Yes,4,85,8,69
5,Yes,7,55,9,42
4,No,4,72,6,59
8,No,7,56,6,49
4,No,0,86,7,68
9,No,3,52,4,45
6,No,7,69,9,59
4,No,0,80,5,64
5,Yes,9,66,7,54
8,No,5,55,5,49
8,Yes,7,40,7,31
6,Yes,4,98,5,87
3,No,6,99,8,82
6,Yes,1,85,9,76
8,Yes,6,64,9,65
3,No,6,82,5,59
3,Yes,1,60,9,40
2,Yes,6,70,5,47
4,Yes,8,48,5,32
7,No,6,82,9,77
6,Yes,9,89,9,80
3,No,0,88,9,67
4,Yes,7,61,6,46
8,Yes,7,58,6,53
5,No,6,59,6,41
4,Yes,2,95,7,77
7,No,1,71,4,61
3,Yes,8,89,5,68
3,Yes,2,94,6,73
8,No,5,74,7,67
8,Yes,9,85,8,84
4,Yes,8,66,8,49
1,Yes,1,85,9,62
6,Yes,2,86,4,73
7,Yes,6,84,7,72
9,No,4,45,9,39
8,No,5,73,4,62
2,Yes,9,81,4,58
4,Yes,5,66,8,47
6,No,5,93,8,85
7,No,3,84,6,77
6,No,9,75,6,67
9,No,3,51,8,48
3,Yes,3,87,8,69
3,No,4,62,8,41
9,Yes,8,72,6,73
6,Yes,2,55,9,46
4,No,5,62,8,46
7,No,4,82,4,73
7,Yes,8,46,8,38
3,Yes,2,45,9,26
6,Yes,8,66,6,53
4,Yes,2,78,9,63
9,Yes,6,54,7,53
1,Yes,5,45,4,18
3,Yes,4,69,9,50
2,Yes,9,81,6,59
1,Yes,6,95,6,73
9,Yes,1,40,5,38
4,No,1,53,7,34
3,Yes,8,83,4,63
4,Yes,0,73,7,56
8,No,5,52,8,43
2,Yes,6,84,4,63
5,Yes,7,65,5,46
9,No,5,52,4,48
8,Yes,0,60,5,56
3,No,8,75,5,54
6,No,6,77,7,69
9,Yes,1,98,9,98
9,Yes,9,40,8,39
6,No,0,86,9,72
5,Yes,3,52,9,39
8,No,6,61,4,52
4,No,6,60,9,45
5,No,5,58,9,44
1,Yes,1,95,8,68
5,Yes,9,46,9,30
1,Yes,1,90,7,64
9,No,1,88,9,87
7,No,2,94,4,81
8,No,0,45,6,39
8,Yes,9,86,5,78
2,Yes,8,68,7,46
9,No,0,69,9,69
8,No,6,66,8,59
9,No,4,49,6,47
5,No,7,43,7,26
5,Yes,5,58,4,44
1,Yes,2,45,4,19
9,No,9,87,5,84
4,Yes,4,59,4,43
8,No,3,53,7,47
8,Yes,7,90,7,90
7,Yes,9,47,7,39
2,No,1,77,9,55
2,No,4,68,8,41
7,Yes,8,73,6,63
5,Yes,4,80,4,65
5,Yes,3,55,8,42
5,Yes,0,48,7,34
4,No,6,53,6,36
6,No,1,96,9,84
4,No,4,58,7,44
6,No,8,95,5,84
1,Yes,6,83,7,59
3,No,7,58,4,41
7,Yes,2,96,8,86
7,No,0,49,9,40
1,Yes,7,84,8,61
6,Yes,4,93,7,79
1,No,9,72,5,46
9,Yes,1,91,7,86
6,Yes,2,89,5,77
8,No,2,88,9,83
9,Yes,4,56,5,53
5,No,3,77,6,62
8,No,5,81,4,74
6,Yes,6,74,8,61
8,No,9,75,4,68
2,No,5,59,6,34
7,No,3,51,9,44
9,Yes,6,85,7,89
7,No,1,75,7,65
4,No,4,74,7,57
2,Yes,7,42,4,19
5,Yes,6,80,4,65
5,No,5,47,7,37
1,Yes,4,69,7,48
4,No,8,67,7,48
6,Yes,5,71,9,62
7,Yes,6,59,9,51
4,Yes,0,97,8,77
2,No,0,89,8,67
4,Yes,8,73,8,59
3,Yes,1,63,8,45
1,Yes,8,47,8,23
6,Yes,5,57,4,42
9,Yes,1,64,7,61
3,Yes,3,41,7,24
8,No,5,90,9,84
7,No,7,87,6,81
6,No,3,55,8,43
2,Yes,7,50,9,29
9,No,1,75,8,71
2,Yes,3,86,4,61
6,No,5,84,9,74
3,Yes,6,76,5,55
8,Yes,4,94,6,90
1,Yes,6,54,7,29
4,Yes,5,93,7,77
8,No,8,65,4,57
2,Yes,7,69,5,45
5,Yes,7,41,5,26
3,No,6,40,7,22
4,No,1,44,9,27
4,No,9,53,8,40
2,Yes,7,86,4,62
8,Yes,7,79,8,74
5,Yes,3,97,7,82
1,No,8,71,7,50
9,Yes,9,53,6,49
7,No,2,53,4,43
4,Yes,1,81,8,62
6,No,4,95,9,86
5,Yes,1,51,7,37
4,No,8,50,6,33
6,Yes,2,62,9,53
7,No,4,42,4,35
1,No,2,74,5,46
5,No,9,53,8,39
8,Yes,3,95,7,91
1,No,7,62,6,39
8,No,1,70,8,61
2,No,9,42,8,22
7,No,9,71,9,63
4,No,9,86,6,71
6,No,7,46,4,33
1,No,6,52,7,27
1,Yes,0,83,9,56
9,No,7,83,9,83
7,Yes,4,88,9,84
1,Yes,6,42,6,16
8,No,7,60,4,50
3,Yes,8,42,9,21
9,No,8,51,4,46
6,Yes,4,77,8,61
8,No,9,81,7,78
6,No,3,65,4,52
8,Yes,3,60,4,58
1,Yes,1,86,9,61
3,No,2,80,4,59
4,Yes,9,40,7,24
3,No,0,81,7,60
3,No,6,58,9,40
7,No,8,76,8,69
6,No,4,97,8,84
1,No,9,98,8,70
8,No,8,42,8,38
4,Yes,2,77,6,58
2,Yes,7,72,6,54
8,No,8,93,8,91
2,No,9,42,7,16
6,No,5,68,4,54
1,Yes,6,58,5,32
8,No,7,59,6,57
2,Yes,4,55,8,35
2,No,8,48,4,20
2,Yes,6,54,9,32
1,No,6,47,4,20
9,Yes,2,48,6,49
4,No,5,90,5,70
4,Yes,1,67,7,52
5,Yes,5,65,6,50
8,Yes,4,45,4,36
1,Yes,1,54,5,29
8,No,5,45,4,38
8,Yes,7,93,9,88
3,No,5,78,9,59
1,No,6,92,4,66
7,No,2,76,9,68
1,No,9,83,4,56
6,No,3,56,4,44
6,Yes,3,44,9,30
4,No,8,92,4,73
6,Yes,7,93,5,82
6,No,3,58,4,48
4,No,4,87,8,67
2,No,7,95,7,71
2,No,4,93,6,71
6,No,9,75,8,69
8,Yes,2,61,4,53
1,No,0,96,8,74
5,Yes,0,51,7,37
9,No,6,42,8,41
5,No,7,72,4,59
8,Yes,3,90,4,90
6,No,7,75,4,64
6,Yes,0,80,6,65
2,No,4,40,4,20
8,Yes,2,98,8,93
5,Yes,3,71,8,55
1,Yes,2,50,4,21
1,Yes,3,49,6,21
7,Yes,2,46,5,36
1,No,4,44,5,15
3,No,9,95,4,78
8,Yes,3,78,8,71
5,No,8,70,7,57
9,Yes,9,81,7,78
5,No,6,61,8,52
8,Yes,8,48,4,42
7,No,8,58,8,48
7,Yes,0,67,8,59
3,No,4,41,5,17
3,Yes,3,78,4,57
4,Yes,6,93,8,77
4,No,3,94,4,77
8,No,9,41,5,36
4,Yes,9,62,6,43
1,No,0,96,4,72
9,Yes,8,82,7,83
2,Yes,5,73,4,49
3,Yes,4,46,7,24
2,Yes,9,79,7,57
3,No,7,43,6,21
1,Yes,5,50,8,25
9,No,5,49,7,48
4,Yes,1,47,5,27
4,Yes,8,44,6,24
5,Yes,4,62,9,46
2,No,3,71,6,46
4,Yes,8,60,4,40
9,No,2,92,5,85
6,No,2,89,9,75
8,No,1,55,5,46
3,Yes,9,71,5,52
4,No,5,66,4,49
2,No,6,41,7,18
8,Yes,8,73,5,72
7,Yes,6,41,6,35
6,Yes,1,93,8,83
6,Yes,9,83,6,77
6,Yes,2,75,5,59
9,Yes,5,77,7,77
8,No,9,68,6,64
7,No,8,70,4,61
6,No,8,66,5,54
1,No,0,57,8,31
2,Yes,7,55,6,32
9,Yes,0,76,4,70
8,Yes,0,59,8,51
8,Yes,2,51,8,43
4,Yes,4,82,7,67
5,No,9,72,9,60
3,No,3,72,5,50
8,Yes,0,60,4,48
8,No,6,98,9,96
7,No,0,91,7,79
1,No,9,89,7,68
3,Yes,2,76,4,56
5,Yes,7,69,7,56
4,No,1,46,9,28
9,No,0,60,7,52
2,No,8,62,4,40
2,No,9,96,4,73
4,Yes,8,89,9,73
5,Yes,6,41,9,29
8,No,1,83,4,73
3,Yes,1,97,5,77
1,Yes,8,95,5,74
8,No,7,60,4,54
8,Yes,4,53,6,48
5,Yes,5,58,9,46
3,No,4,93,8,77
7,Yes,9,86,9,84
4,No,0,66,4,48
6,Yes,8,91,5,82
1,Yes,0,67,8,38
7,Yes,4,70,4,62
1,No,1,62,7,33
4,No,3,47,9,32
9,Yes,3,49,6,41
2,Yes,4,62,9,40
7,No,3,54,9,47
2,Yes,6,84,7,65
8,No,4,93,8,88
6,Yes,5,93,9,84
3,Yes,5,93,6,72
2,Yes,9,77,6,53
6,No,2,66,7,53
6,No,6,88,4,75
5,No,9,79,4,67
5,No,7,60,7,46
7,No,9,53,5,40
9,Yes,8,90,9,90
8,No,6,91,4,86
9,No,2,94,9,91
8,No,4,54,8,46
6,Yes,5,92,7,82
8,Yes,4,91,5,86
5,No,4,84,8,69
6,No,5,40,6,25
1,No,5,45,8,21
9,No,6,56,5,53
6,No,4,88,5,73
9,Yes,7,73,6,72
7,Yes,6,43,9,36
1,No,0,57,8,31
1,Yes,1,60,4,31
9,Yes,2,80,4,72
9,Yes,0,59,4,55
2,Yes,8,94,9,69
7,Yes,9,77,6,69
4,Yes,4,40,8,26
9,No,6,82,7,80
7,No,5,66,4,54
7,No,6,97,4,86
5,Yes,9,79,6,66
9,Yes,7,51,4,46
1,No,1,69,7,43
2,No,9,62,8,40
9,No,9,77,6,76
3,Yes,9,59,8,43
6,Yes,5,64,4,49
2,Yes,1,80,4,59
6,Yes,0,88,7,78
9,Yes,3,64,6,58
2,No,4,97,4,73
1,No,7,99,9,74
4,No,7,70,8,56
8,No,4,53,5,49
8,No,7,70,9,65
4,Yes,1,52,5,35
2,No,4,49,8,28
6,No,6,73,5,58
1,Yes,3,99,4,73
9,Yes,8,73,6,70
8,Yes,3,49,4,42
9,Yes,6,74,7,72
3,No,3,49,8,32
3,No,4,49,8,30
2,No,3,96,9,73
4,No,2,92,8,78
7,Yes,9,64,6,58
6,Yes,2,73,4,60
4,Yes,6,69,6,54
8,No,1,90,5,82
2,No,3,67,8,46
2,No,9,42,7,22
8,No,8,87,5,81
3,No,4,59,8,42
2,No,6,67,9,41
4,Yes,4,51,7,32
9,No,6,53,9,51
6,No,4,80,8,71
4,No,8,48,6,33
6,Yes,2,73,6,62
8,No,6,58,6,54
4,Yes,0,51,5,31
2,No,6,60,6,37
5,Yes,5,91,5,74
2,No,0,74,5,51
6,Yes,2,45,7,37
8,Yes,4,69,9,64
6,Yes,1,58,8,49
4,Yes,5,50,4,37
4,No,7,77,6,58
8,No,0,61,8,56
9,No,5,52,9,52
9,Yes,8,94,7,91
2,Yes,2,44,4,17
9,No,6,95,5,90
4,Yes,5,70,6,50
8,No,3,57,5,48
7,No,0,65,8,55
6,Yes,2,87,4,74
7,Yes,6,89,5,82
1,Yes,5,62,4,32
3,Yes,9,65,4,48
6,No,2,85,7,72
8,No,6,99,9,98
2,Yes,3,68,6,47
3,No,1,82,8,64
6,No,2,71,5,57
7,No,5,40,7,32
2,Yes,8,70,5,47
5,Yes,1,60,4,42
2,Yes,9,60,5,43
9,No,7,48,6,42
9,Yes,6,84,6,83
7,Yes,6,52,8,46
8,Yes,7,46,7,42
9,Yes,8,88,6,84
8,Yes,8,45,6,40
8,No,2,97,9,91
3,Yes,1,83,9,63
8,Yes,3,88,7,85
1,No,2,80,8,52
9,No,0,49,5,46
6,Yes,7,95,6,87
7,Yes,8,97,8,93
2,Yes,5,99,9,76
9,No,6,97,6,95
6,Yes,4,41,8,29
1,Yes,7,91,9,71
6,Yes,2,94,9,89
5,No,3,94,8,84
8,No,6,58,6,53
5,No,1,95,9,81
3,No,4,81,8,61
5,No,2,83,7,70
2,No,9,94,4,66
7,No,9,43,8,32
5,Yes,6,86,7,73
3,No,5,66,6,48
1,No,1,43,9,18
9,No,6,72,7,73
4,Yes,0,45,7,26
6,Yes,7,67,9,57
8,No,2,68,8,62
6,No,1,79,5,70
4,No,6,75,8,60
3,No,1,75,8,55
9,Yes,9,80,9,79
1,No,9,64,6,43
3,No,0,73,9,53
3,No,1,66,8,48
8,No,5,65,6,60
9,Yes,2,42,7,40
3,No,5,49,9,32
5,Yes,4,48,7,33
5,Yes,5,61,9,47
6,No,1,40,6,24
5,No,2,62,4,49
8,Yes,6,82,9,82
2,Yes,2,67,7,47
1,No,6,81,4,58
2,No,7,42,4,18
5,No,5,66,7,52
7,No,3,86,7,74
1,No,9,40,5,14
3,Yes,0,62,4,43
5,Yes,2,64,6,49
2,No,0,42,4,15
3,No,7,94,4,76
2,No,8,66,9,43
5,No,2,43,8,31
5,No,9,54,4,37
1,No,1,65,8,39
8,Yes,1,64,5,57
3,Yes,5,58,4,30
1,Yes,6,46,7,20
7,No,3,80,8,71
7,No,2,80,7,67
7,Yes,3,91,4,84
8,No,0,46,9,41
1,No,7,64,4,38
5,Yes,7,61,8,51
8,No,7,54,9,57
2,Yes,5,43,4,16
7,No,0,81,6,70
3,Yes,3,62,5,39
7,Yes,2,78,6,65
6,No,5,95,5,82
4,No,4,79,4,60
9,No,4,49,9,46
2,Yes,9,92,5,71
5,No,9,40,5,28
6,Yes,8,56,4,44
8,No,5,93,4,88
8,Yes,2,65,4,58
6,No,6,59,4,47
3,Yes,8,99,4,76
9,Yes,4,41,7,42
3,Yes,9,66,6,43
1,Yes,9,77,9,55
9,No,2,91,5,81
6,Yes,5,65,6,53
1,No,0,91,6,61
6,No,9,82,5,73
9,Yes,8,64,9,63
4,Yes,4,57,6,38
1,No,2,58,4,32
5,Yes,0,92,8,79
2,No,6,87,6,62
3,Yes,2,97,7,77
5,No,2,66,8,53
5,Yes,6,92,4,76
4,Yes,9,86,8,71
3,Yes,9,48,5,28
8,Yes,4,53,6,46
6,No,9,70,4,59
4,No,6,43,7,26
1,Yes,0,97,5,71
5,No,4,81,4,67
2,No,6,85,8,63
1,No,4,48,5,18
4,Yes,6,49,7,34
4,No,4,72,5,56
5,No,2,60,9,46
2,No,0,59,7,34
3,Yes,1,71,4,48
6,No,9,95,6,81
2,No,9,99,4,75
4,Yes,8,45,8,30
2,Yes,1,69,9,46
1,Yes,3,94,9,73
8,No,6,67,7,66
2,No,4,87,5,68
4,Yes,3,56,7,36
1,No,7,52,9,31
9,No,8,77,5,73
2,No,3,92,6,67
9,No,8,40,5,37
3,Yes,8,46,6,27
5,Yes,5,95,8,82
9,Yes,8,99,4,97
4,Yes,7,68,9,56
1,No,7,49,8,26
9,No,6,92,8,90
4,Yes,9,78,6,61
9,Yes,7,56,9,55
8,No,9,60,7,54
8,No,4,86,4,79
5,Yes,9,80,9,70
7,No,3,52,6,43
3,Yes,6,90,5,70
9,Yes,0,41,6,38
9,No,7,95,5,90
9,No,5,68,5,66
1,No,5,69,9,47
6,No,6,42,8,29
8,Yes,0,52,7,44
7,Yes,4,41,7,31
4,Yes,5,88,4,72
6,No,9,74,5,64
8,No,8,70,8,65
8,Yes,2,77,9,73
9,No,4,95,8,92
7,Yes,5,60,5,51
7,Yes,4,93,7,86
6,No,5,73,7,59
7,No,7,70,8,61
8,Yes,8,42,7,38
9,No,6,43,8,39
1,Yes,3,40,4,13
1,Yes,6,98,8,74
7,Yes,8,51,4,46
9,Yes,6,96,8,95
8,Yes,5,74,4,67
1,Yes,3,79,8,54
8,No,3,63,8,60
7,No,1,77,6,68
1,Yes,0,99,5,71
4,No,0,44,4,25
3,Yes,8,86,7,68
6,Yes,2,81,5,67
2,No,9,92,9,69
8,No,2,46,9,42
9,No,3,62,4,58
5,Yes,7,69,9,57
7,No,5,42,5,33
6,No,0,54,6,43
4,No,8,90,7,74
4,Yes,2,52,9,36
4,Yes,7,75,9,62
5,Yes,6,67,7,51
1,No,3,43,8,16
8,No,5,91,8,87
6,No,6,62,4,50
8,Yes,6,50,5,48
9,No,9,72,8,71
1,No,8,54,9,34
9,No,3,89,9,88
5,No,4,47,5,30
3,Yes,4,96,7,75
3,Yes,4,94,5,72
9,No,8,74,4,71
2,No,2,74,4,47
4,Yes,5,79,6,64
8,No,8,64,6,60
3,No,3,55,4,36
4,Yes,1,89,7,72
5,No,9,65,4,50
9,Yes,2,58,7,56
2,Yes,8,82,4,57
1,Yes,7,44,9,16
4,Yes,8,81,9,67
5,No,8,86,8,72
5,Yes,9,74,5,61
3,Yes,4,69,4,47
4,Yes,2,84,4,69
7,Yes,3,67,9,60
3,Yes,5,94,6,74
2,Yes,0,89,4,68
6,No,6,82,8,72
8,Yes,8,86,8,80
1,No,6,62,6,37
2,Yes,0,50,9,30
7,No,7,42,5,29
3,Yes,6,73,4,55
5,No,2,56,8,40
6,Yes,1,45,8,32
3,No,6,98,6,76
8,Yes,5,87,4,81
5,Yes,6,62,5,51
8,Yes,6,87,5,82
1,Yes,0,77,9,51
1,No,0,51,9,25
8,No,6,58,9,54
6,No,6,74,5,62
2,No,5,92,4,71
8,No,5,65,6,59
5,No,7,49,9,36
8,Yes,6,64,5,58
4,Yes,6,98,9,83
5,Yes,8,75,6,62
2,Yes,7,73,8,52
3,Yes,7,55,8,35
4,Yes,3,48,4,30
5,Yes,1,53,8,41
7,No,8,47,6,38
8,No,7,89,6,83
5,No,5,93,7,80
9,No,4,54,7,50
9,Yes,1,41,8,41
2,Yes,3,43,5,21
1,Yes,4,86,4,59
6,Yes,6,44,5,33
9,Yes,6,44,9,40
7,Yes,1,54,7,50
1,No,9,87,8,64
4,No,9,90,7,72
6,No,3,60,7,47
9,No,7,93,9,91
2,Yes,7,76,8,57
2,Yes,3,47,4,24
4,No,8,92,8,77
3,No,7,81,4,59
5,No,0,48,8,36
7,Yes,9,61,9,53
8,Yes,3,85,6,81
7,No,4,98,4,89
2,No,8,80,8,58
3,No,1,64,6,42
7,Yes,5,46,5,37
1,Yes,3,96,6,69
4,No,6,91,8,80
5,No,9,43,7,31
7,No,8,88,8,79
1,No,8,78,8,52
4,Yes,9,77,7,62
8,No,0,69,6,60
2,No,0,92,7,69
9,Yes,3,87,8,84
7,No,9,98,8,90
8,No,6,60,4,55
2,No,5,67,5,46
3,No,6,60,5,37
9,Yes,2,41,5,38
7,Yes,5,45,6,34
7,Yes,7,41,7,34
7,Yes,9,73,5,64
8,Yes,1,97,6,92
2,No,3,93,4,71
9,No,8,76,9,76
2,Yes,8,51,7,27
8,Yes,6,83,9,81
2,No,1,52,4,28
5,Yes,6,45,5,31
9,No,2,55,7,46
6,No,2,45,5,32
8,No,7,88,5,85
8,No,5,71,8,62
6,Yes,9,65,5,53
4,Yes,8,70,6,53
4,No,9,87,6,74
8,Yes,3,82,5,76
5,No,1,77,9,59
7,No,3,59,6,51
3,No,5,68,5,49
7,No,7,73,7,64
6,Yes,7,44,7,33
4,No,6,84,8,64
9,No,0,42,5,37
6,Yes,0,91,4,82
5,Yes,7,85,5,73
7,Yes,7,58,7,53
1,No,7,93,7,66
8,Yes,6,45,4,39
9,Yes,5,70,4,68
1,Yes,2,85,5,58
6,No,0,83,7,68
8,No,2,64,6,56
5,Yes,2,56,4,44
8,Yes,5,50,4,44
1,Yes,3,60,4,34
8,No,6,89,4,83
1,Yes,8,60,7,39
8,Yes,0,80,4,73
3,Yes,8,63,9,43
3,Yes,3,72,8,54
9,Yes,9,86,6,83
2,Yes,7,49,5,25
